"show_id","viewer_rating","rating_count"
"s2189"," 1.7",2263
" s2190"," 3.7",4879
"s2191"," 5.0",1402
"s2192"," 3.7",2875
"s2193"," 3.7",1409
"s2194"," 5.0",5356
"s2195"," 1.9",6830
"s2196"," 5.0",10221
"s2197"," 3.7",13077
"s2198"," 3.9",19093
"s2199"," 4.4",736
"s2200"," 3.0",3717
"s2201"," 3.6",3610
"s2202"," 3.3",15054
"s2203","  NA",2916
"s2204"," 2.9",5448
"s2205","  NA",400
"s2206"," 3.5",3111
"s2207"," 3.8",5641
"s2208","  NA",1452
"s2209"," 4.2",3258
"s2210"," 4.2",3120
" s2211","  NA",376
"s2212"," 3.3",2634
"s2213"," 4.5",965
"s2214"," 4.7",2649
"s2215"," 2.0",22043
"s2216"," 3.2",4709
"s2217"," 4.0",2161
" s2218"," 3.1",1509
"s2219"," 5.0",7810
"s2220"," 4.9",2082
"s2221"," 3.7",1665
"s2223"," 0.0",431
"s2224"," 4.3",1915
"s2225"," 3.3",1335
"s2226","  NA",1481
"s2227"," 4.2",2783
"s2228"," 4.3",1362
"s2229"," 4.1",3312
"s2230"," 4.5",8221
"s2231"," 4.2",38884
"s2232"," 3.6",2500
"s2233"," 4.1",3154
"s2234"," 3.8",4162
" s2235"," 2.9",9694
"s2236"," 3.4",2455
"s2237"," 1.5",774
"s2238"," 4.4",4485
"s2239"," 3.9",682
"s2240","  NA",910
"s2241"," 5.0",574
"s2242"," 3.3",2779
"s2243"," 4.1",1390
"s2245"," 5.0",748
"s2246"," 2.5",7599
"s2247"," 3.3",6184
"s2248"," 3.7",735
"s2249"," 3.1",9823
"s2250"," 5.0",3577
"s2251"," 3.6",8111
"s2252"," 2.8",1430
"s2253"," 5.0",7225
"s2254"," 2.9",1366
"s2255"," 5.0",2852
"s2256"," 2.1",4652
"s2257"," 3.5",23878
"s2258"," 3.0",29740
"s2259"," 4.3",1321
"s2260"," 4.5",1822
"s2261"," 4.8",2465
"s2262"," 6.0",7621
"s2263"," 2.8",1464
"s2264"," 4.2",3055
"s2265"," 2.7",2259
"s2266"," 3.2",7848
"s2267"," 4.8",5632
"s2268"," 3.4",5298
"s2270"," 5.0",994
"s2271"," 3.0",1357
"s2272"," 2.8",1021
"s2273"," 2.5",1478
"s2274"," 4.9",2714
"s2275"," 0.0",1571
"s2276"," 4.2",3449
"s2277"," 3.7",1569
"s2279"," 3.5",701
"s2280"," 3.9",19773
"s2281"," 4.7",4038
"s2282"," 4.4",1657
"s2283"," 5.0",21811
"s2284","NA stars",1444
"s2285"," 4.1",4290
"s2286"," 2.6",2440
"s2287"," 3.2",1453
"s2288"," 3.9",3513
"s2289"," 4.3",638
"s2291"," 4.3",6864
"s2292"," 2.7",14988
"s2293"," 4.1",4636
"s2294"," 3.8",1494
"s2295"," 2.6",1610
"s2296"," 5.0",7840
"s2297"," 4.9",2640
"s2298"," 2.1",2730
"s2299"," 2.7",3421
"s2300"," 2.3",1901
"s2301"," 1.0",2950
"s2302"," 3.0",1715
"s2303"," 3.6",9778
"s2304","  NA",2247
"s2305"," 5.0",2152
" s2307"," 5.0",349
"s2308"," 2.9",4697
"s2309"," 3.1",768
"s2310"," 5.0",669
"s2311"," 3.0",41780
"s2312"," 3.7",5264
"s2313"," 4.1",1036
"s2314"," 2.2",2548
"s2315"," 2.5",508
"s2316"," 4.4",2979
"s2318"," 2.7",4231
"s2319"," 3.3",8338
"s2320"," 3.9",2192
"s2321"," 4.6",2056
"s2322"," 5.0",2677
"s2323"," 2.4",9084
"s2324"," 5.0",5326
"s2325"," 4.4",16552
"s2326"," 3.1",2422
"s2327"," 3.0",2074
"s2328"," 3.8",3920
"s2329"," 3.7",5950
"s2330"," 4.1",2170
"s2331"," 2.1",16300
"s2332"," 2.9",1291
"s2333"," 4.8",16396
"s2334"," 3.9",5110
"s2335"," 3.4",2204
"s2336"," 3.7",4000
"s2337","2.4 stars",2042
"s2338"," 2.7",4913
"s2339"," 2.4",15099
"s2340"," 3.3",1573
" s2341"," 2.7",977
"s2342"," 4.1",2511
"s2343"," 1.9",4791
"s2344"," 3.8",2449
"s2345"," 5.0",2599
"s2346"," 1.8",1090
"s2347"," 3.0",4037
"s2348"," 4.5",4285
"s2349"," 3.4",2309
"s2350"," 3.7",10066
"s2351"," 2.4",17986
"s2352"," 3.7",1901
"s2353"," 2.8",1497
"s2354"," 5.0",2294
"s2355","  NA",3529
"s2356"," 3.3",1875
"s2357"," 4.8",1355
"s2358"," 3.1",4543
"s2359"," 5.0",741
"s2360"," 5.0",2478
"s2361","  NA",8875
"s2362"," 3.1",2842
"s2363"," 3.8",3307
"s2364"," 3.5",5789
" s2365"," 3.3",811
"s2366"," 3.7",581
"s2367"," 5.0",2697
"s2368"," 1.7",4240
"s2369","1.6 stars",46720
"s2370"," 2.2",2517
"s2371"," 3.8",1364
"s2372"," 3.2",5148
"s2373"," 2.6",31226
"s2374"," 5.0",1185
" s2375"," 3.6",10606
"s2376","  NA",2623
"s2377"," 2.7",5668
"s2378"," 1.9",3379
"s2379"," 3.2",1307
"s2380"," 2.5",1404
"s2381"," 3.8",3798
"s2382"," 3.9",6410
" s2384"," 2.2",1169
"s2385"," 3.4",1524
"s2386","3.20916299638338 stars",1732
"s2387"," 4.6",4578
"s2388"," 1.7",2426
"s2389"," 3.8",2860
"s2390"," 3.2",1288
"s2391"," 3.7",9715
"s2392"," 4.1",399
"s2393"," 2.9",1228
"s2394"," 4.1",2170
"s2395"," 1.6",8745
"s2396"," 5.0",5899
"s2397"," 4.1",2041
" s2398"," 4.4",2329
"s2399"," 3.1",1963
"s2400"," 4.2",2642
"s2401"," 2.2",14344
"s2402"," 4.5",605
"s2403"," 4.0",2199
"s2404"," 2.2",11974
"s2405"," 3.4",1413
"s2406","-2 stars",3251
"s2407"," 3.9",1637
"s2408"," 3.1",3994
"s2409"," 1.3",1598
" s2410"," 2.9",9147
"s2411"," 4.3",8454
"s2412"," 3.7",4846
"s2413"," 5.0",1059
"s2414"," 1.5",4317
" s2415"," 3.1",4291
"s2416","4.01172235033009 stars",634
"s2417"," 3.9",367
"s2418"," 2.1",9485
"s2419"," 4.5",1376
"s2420"," 3.5",3063
"s2421"," 3.7",572
"s2422"," 2.5",2593
"s2424","  NA",11257
"s2425"," 3.2",7151
"s2426"," 3.3",1843
" s2427"," 4.9",19396
"s2428"," 3.6",249
"s2429"," 4.0",1494
"s2430"," 4.2",2456
"s2431"," 4.0",5577
"s2432","3.99144154647365 stars",1384
"s2433"," 2.9",1858
"s2434"," 3.2",2273
"s2435"," 1.2",11340
"s2436"," 4.0",14947
"s2437"," 4.8",2813
"s2438"," 2.4",2426
"s2439"," 4.6",813
"s2440"," 3.7",11701
"s2441","2.4 stars",4583
"s2442"," 2.4",2692
"s2443"," 5.0",7390
"s2444"," 2.8",9260
"s2445"," 2.8",1184
"s2446"," 2.9",5258
"s2447"," 2.7",4350
"s2448"," 1.6",1586
"s2449"," 3.8",305
"s2450"," 4.5",2769
"s2452"," 4.6",3394
"s2453"," 2.9",2192
"s2454"," 4.4",687
"s2455"," 1.7",3625
"s2456"," 4.8",4515
"s2457"," 3.2",1198
" s2458"," 3.5",3274
"s2459"," 3.5",411
"s2460"," 3.8",4803
"s2461"," 4.3",1890
"s2462"," 2.4",2286
"s2463"," 1.0",6446
"s2464"," 4.8",2781
"s2465"," 4.4",953
"s2466"," 3.1",2139
"s2467"," 2.3",7161
"s2468"," 3.8",761
"s2469"," 3.8",12264
"s2470"," 3.9",1753
"s2471"," 3.0",3007
"s2472"," 2.8",2589
"s2473"," 4.0",3805
"s2474"," 3.4",4995
"s2475"," 4.6",1110
"s2476"," 2.9",548
"s2477"," 4.3",7139
"s2478"," 4.6",5232
"s2479"," 4.1",394
"s2480"," 3.7",3917
"s2481"," 4.6",833
"s2482"," 4.1",1596
"s2483"," 2.1",1568
"s2484"," 2.5",10707
"s2485"," 3.7",4313
"s2486"," 3.4",3404
"s2487"," 3.6",455
"s2488"," 2.2",2287
"s2489"," 4.2",699
"s2490"," 5.0",11425
"s2491"," 2.9",16173
"s2493"," 2.1",7640
"s2494"," 5.0",3786
"s2495"," 1.9",658
"s2496"," 3.9",11361
"s2497"," 4.9",3230
"s2498"," 2.3",1368
"s2499","4.3 stars",10901
"s2500"," 3.4",4769
" s2501"," 2.6",14250
"s2502"," 3.7",5941
"s2503","5 stars",3236
"s2504"," 4.0",2543
"s2505"," 4.1",1348
"s2506"," 4.2",3292
"s2507"," 2.2",2179
"s2509"," 3.5",6100
"s2510"," 3.9",2034
"s2511"," 3.1",871
"s2512"," 3.5",16291
"s2513","  NA",2461
"s2514"," 4.6",1137
"s2515"," 1.9",4048
"s2516"," 3.4",1206
"s2517"," 2.8",5265
"s2519"," 5.0",4593
"s2520"," 2.7",1855
"s2521"," 3.0",5819
"s2523","3.59754558529239 stars",1061
"s2524","2.40232321964577 stars",2163
"s2525"," 2.9",4739
"s2526"," 3.5",13533
"s2527"," 3.2",1496
"s2528"," 3.8",10111
"s2529"," 3.3",10458
"s2530"," 1.8",4687
"s2531","-2.0",1451
"s2532"," 4.5",844
"s2533"," 4.1",841
"s2534"," 3.7",2606
"s2535"," 4.8",1932
"s2537"," 4.3",17428
"s2538","99.0",3915
"s2539"," 2.7",525
"s2540"," 4.1",1012
"s2541"," 4.3",25912
"s2542"," 3.6",1898
"s2543"," 4.9",1915
"s2544"," 3.0",584
"s2545"," 1.6",1428
"s2546"," 4.6",3346
"s2547"," 3.7",3729
"s2548"," 2.9",1418
"s2549"," 3.0",2572
"s2550","  NA",2490
"s2551"," 5.0",934
"s2552"," 1.4",5551
"s2553"," 3.9",4466
"s2554"," 2.2",914
" s2555"," 4.6",13248
"s2556"," 4.5",1219
"s2557"," 4.7",1328
"s2558","  NA",3881
"s2559"," 4.0",2901
"s2560"," 3.1",32423
"s2561"," 4.5",751
"s2562"," 4.0",1691
"s2563","  NA",4467
"s2564"," 5.0",1457
"s2565"," 3.0",1186
"s2566"," 4.7",6485
"s2567"," 1.6",1384
"s2568"," 2.5",3383
"s2569","3.4 stars",698
"s2570"," 1.9",17979
"s2571"," 4.0",1640
"s2572"," 3.7",2413
" s2573"," 8.0",1678
"s2574"," 3.8",58698
"s2575"," 2.3",20159
"s2576"," 4.8",356
"s2577"," 2.9",2312
"s2578"," 3.4",649
" s2579"," 4.5",6923
"s2580"," 2.2",685
"s2581"," 2.6",652
"s2582"," 3.6",615
"s2584"," 3.8",8167
"s2585"," 4.5",4571
"s2586"," 3.3",15466
"s2587"," 3.6",302
"s2588"," 4.1",1119
"s2589"," 1.9",1349
"s2590"," 2.7",2795
"s2591"," 4.9",780
" s2592"," 3.1",1367
" s2593"," 2.8",1325
"s2594"," 4.0",2779
"s2595"," 2.3",3646
"s2596"," 3.1",1328
"s2597"," 3.6",17352
"s2598"," 1.0",6088
"s2599"," 2.1",830
"s2600"," 2.8",1738
"s2601"," 3.8",7563
"s2602"," 4.3",302
"s2603"," 3.0",735
"s2604"," 1.5",14493
"s2605"," 3.9",1081
"s2606"," 3.8",11820
"s2607"," 4.9",3277
"s2608"," 4.0",6484
"s2609"," 4.2",12507
"s2610"," 1.0",3066
"s2611"," 2.4",20571
"s2612"," 1.7",8941
"s2613","99.0",1993
"s2614"," 3.6",742
"s2615"," 2.2",755
"s2616"," 2.9",4236
"s2617"," 3.8",1418
"s2618"," 5.0",4737
"s2619"," 4.3",13758
"s2620"," 5.0",372
"s2621"," 4.5",15533
"s2622"," 2.6",15914
"s2623"," 3.7",3238
"s2624"," 5.0",2241
"s2625"," 4.3",2458
"s2626"," 3.4",1970
"s2627"," 3.0",3196
"s2628"," 2.4",8618
"s2629"," 4.2",1025
"s2630"," 3.8",1154
"s2631"," 3.9",5914
" s2632"," 5.0",449
"s2633"," 3.9",2415
"s2634"," 3.2",1643
"s2635"," 5.0",4511
"s2636"," 4.5",5499
"s2637"," 4.9",1002
"s2638","  NA",3254
"s2640"," 3.2",2630
"s2641"," 3.6",677
" s2642"," 2.7",4230
"s2643"," 2.5",5041
"s2644"," 3.9",895
"s2645"," 3.2",7092
"s2646"," 3.1",2695
"s2648"," 4.5",2933
"s2649","  NA",4302
"s2650"," 2.0",1548
"s2651"," 2.8",879
"s2652"," 4.4",7234
"s2653"," 4.8",1033
"s2654"," 5.0",7152
"s2655"," 3.1",8111
"s2656"," 2.7",772
"s2657"," 4.8",8239
"s2658"," 3.5",1283
"s2659"," 3.7",11264
"s2660"," 3.1",2891
"s2661"," 3.3",7539
"s2662"," 1.2",450
"s2663"," 3.3",896
"s2664","  NA",2706
"s2665"," 4.2",742
"s2666"," 4.1",4767
"s2667","  NA",3595
"s2668"," 3.4",3730
"s2669"," 3.7",1855
"s2670"," 3.5",2625
"s2671"," 3.9",2101
"s2672"," 5.0",3081
"s2673"," 2.9",12568
" s2674"," 5.0",5086
"s2675"," 2.6",43259
"s2676","  NA",1046
"s2677"," 5.0",5313
"s2678","4.40988881529775 stars",750
" s2679"," 3.1",2679
"s2680"," 5.0",1703
"s2681"," 4.7",3625
"s2682"," 3.4",1584
"s2683"," 2.9",7880
"s2684"," 3.2",3093
"s2685","10.0",8570
"s2686"," 5.0",1457
"s2687"," 3.8",20693
"s2688"," 4.0",5309
"s2689"," 1.6",29220
"s2690"," 4.9",1092
"s2691"," 4.7",2886
"s2692","  NA",1946
"s2694"," 3.7",2009
"s2695"," 3.8",6796
"s2696"," 2.2",1519
"s2697"," 3.7",6112
"s2698"," 4.1",1898
"s2699"," 4.6",1953
"s2700","3.23482057843357 stars",2246
"s2701"," 1.7",2894
"s2702","  NA",2457
"s2703"," 3.0",5744
"s2704","10.0",4780
"s2705"," 3.4",810
"s2706"," 1.0",2435
"s2707"," 5.0",1487
"s2708"," 3.2",1596
"s2709"," 4.1",5166
"s2710"," 2.9",4548
"s2711"," 2.8",3271
"s2712"," 5.0",12724
"s2713"," 5.0",5376
"s2714"," 2.9",6769
"s2715","4.4 stars",3972
"s2716"," 3.0",1829
"s2717"," 3.9",14169
"s2718"," 4.5",4431
"s2719"," 2.4",3220
"s2720"," 4.9",4811
"s2721"," 4.7",492
"s2722"," 3.2",7523
"s2723"," 1.7",806
"s2724"," 3.6",4525
"s2725"," 3.3",12435
"s2726"," 3.7",3163
"s2727"," 3.0",1515
"s2728"," 2.9",4935
"s2729"," 4.6",1366
"s2730"," 3.6",6532
"s2731"," 3.3",3118
"s2732"," 3.4",8562
"s2733"," 2.9",39355
"s2734"," 3.0",11038
"s2735"," 1.9",5461
"s2736"," 4.1",4518
"s2737"," 5.0",4505
"s2738"," 3.0",1378
"s2739"," 5.0",876
"s2740"," 2.2",3478
"s2741"," 8.0",1986
" s2742"," 3.9",837
"s2743","3.76758432455827 stars",1261
"s2744"," 2.9",2652
"s2745"," 4.7",994
"s2746"," 1.9",1488
"s2747"," 1.5",36473
"s2749"," 3.2",505
"s2750"," 1.3",1466
"s2752"," 2.3",4842
"s2754"," 3.2",3218
"s2755"," 4.5",3548
"s2756"," 3.6",5351
"s2757"," 3.7",5648
"s2758"," 3.7",1568
"s2759"," 3.9",8973
" s2760"," 1.8",3470
"s2762"," 4.8",4209
"s2763"," 3.3",4498
"s2764"," 1.9",1174
"s2766"," 4.0",5510
"s2767"," 1.6",3201
"s2768"," 3.7",31483
"s2769"," 5.0",1381
"s2770"," 4.1",331
"s2771"," 3.2",3638
"s2772"," 1.8",4371
"s2773","  NA",11774
"s2774"," 4.2",1603
"s2775"," 3.0",2369
"s2776"," 3.7",4643
"s2778"," 4.6",8158
"s2779"," 2.6",5421
"s2780"," 3.3",424
"s2781"," 2.9",1887
"s2782"," 5.0",1017
"s2783"," 3.1",2840
"s2784"," 5.0",1809
"s2785"," 4.5",1915
"s2786"," 2.8",3743
"s2787"," 4.0",10057
"s2788"," 4.5",5536
"s2789","-2.0",2137
"s2790"," 1.1",10079
"s2791"," 3.4",6303
"s2793"," 4.4",2595
"s2794"," 2.9",1300
"s2795"," 2.6",453
"s2796"," 1.9",2497
"s2797"," 3.5",4893
"s2799"," 2.9",841
"s2800"," 4.3",4605
"s2802"," 3.5",1745
"s2803"," 3.0",15982
"s2804"," 2.7",3855
"s2805"," 4.8",3709
"s2806"," 3.7",1236
"s2807"," 4.9",4446
"s2808"," 3.3",5984
"s2809"," 3.0",5434
"s2810"," 1.6",1048
"s2811"," 3.8",10707
"s2812"," 2.6",8269
"s2813"," 4.7",2763
"s2814"," 1.7",10531
"s2815"," 5.0",2660
"s2816"," 4.0",303
"s2817"," 3.1",8864
"s2818"," 2.9",2845
"s2819","3.1074007502757 stars",1916
"s2820"," 3.8",1533
"s2821"," 4.7",7328
"s2822"," 5.0",1475
"s2823"," 4.6",986
"s2824"," 2.4",628
"s2825"," 1.8",15182
"s2827"," 4.1",983
"s2828"," 3.8",4952
"s2829"," 2.1",411
"s2830"," 3.9",1901
"s2831"," 3.3",3997
"s2832"," 4.4",3522
"s2833"," 4.6",1302
"s2835"," 5.0",1642
"s2836","10.0",5740
"s2837"," 4.0",481
" s2838"," 3.7",2664
"s2839"," 2.5",3208
"s2840"," 1.5",1184
"s2841"," 2.9",1736
"s2842"," 2.5",2755
" s2843"," 5.0",1329
"s2844"," 4.9",2648
"s2845"," 4.8",2269
"s2846"," 4.3",2210
"s2847"," 4.2",3101
"s2848"," 2.5",5297
"s2849"," 4.0",5813
"s2850"," 3.4",1428
"s2851"," 5.0",1723
"s2852"," 3.6",3354
"s2853"," 5.0",8644
"s2854"," 2.7",7158
"s2856"," 2.9",5933
"s2857"," 4.3",1274
"s2858"," 4.7",1055
"s2859"," 2.7",1556
"s2860"," 3.2",1516
"s2861"," 5.0",1985
"s2862"," 3.5",3014
"s2863"," 2.4",1360
"s2864"," 1.4",4473
"s2865"," 5.0",740
"s2866"," 3.3",2571
"s2867"," 4.4",19507
"s2868"," 4.3",12659
"s2869"," 3.3",5550
"s2870"," 3.1",2968
"s2871"," 5.0",4956
"s2872","NA stars",12834
"s2873"," 3.7",956
"s2874"," 4.3",3514
"s2875"," 3.0",321
"s2877"," 3.3",3363
"s2878"," 4.2",8605
"s2879"," 5.0",1423
"s2880"," 4.0",377
"s2881"," 3.9",1908
"s2883"," 3.5",1278
"s2884"," 2.2",789
"s2885"," 2.7",2467
"s2886"," 4.7",4398
"s2887"," 4.4",3727
"s2888"," 3.2",727
"s2889"," 3.3",3597
"s2890"," 2.9",1086
"s2891"," 1.6",985
"s2892"," 3.6",2248
"s2893"," 3.8",4963
"s2894"," 2.8",1171
"s2895"," 3.0",12767
"s2896"," 4.0",4646
"s2897"," 3.1",2597
"s2898"," 4.6",2847
"s2899"," 3.9",2059
"s2900"," 2.7",470
"s2901"," 1.0",6446
"s2902"," 4.4",2576
"s2903"," 4.1",1619
"s2904"," 3.4",6655
"s2906"," 4.3",7021
"s2907"," 4.3",1423
"s2908"," 3.3",2362
"s2909"," 1.7",3158
"s2910","1.4 stars",1146
"s2911"," 5.0",4286
"s2912"," 0.0",2304
" s2913"," 3.7",2166
"s2914"," 3.6",6480
"s2915"," 4.7",11678
"s2916"," 6.0",526
"s2917"," 4.3",1204
"s2918"," 3.7",5952
"s2919"," 2.1",2426
"s2920"," 4.8",10450
"s2921","3.42402181026991 stars",2424
"s2922"," 3.9",1814
"s2923"," 2.9",2758
"s2924"," 2.8",2368
"s2925"," 4.8",8119
"s2926"," 2.6",5502
"s2927"," 3.2",334
"s2928"," 4.1",8247
"s2929","3.69259835490957 stars",10977
"s2930"," 3.4",584
"s2931"," 3.5",2000
"s2932"," 3.3",8760
"s2933"," 3.7",3393
"s2934"," 3.4",2509
"s2935","3.26361111865845 stars",3303
"s2936"," 2.8",6576
"s2937"," 5.0",26213
"s2938"," 4.5",24982
"s2939"," 3.7",2391
"s2940"," 4.1",4566
"s2941"," 1.5",1093
"s2942"," 3.8",8955
"s2943"," 2.9",3054
"s2944"," 4.4",925
"s2945"," 2.3",8925
"s2946"," 1.9",6865
"s2947"," 3.6",1967
"s2948"," 2.5",2635
"s2949"," 3.3",10334
"s2950"," 3.2",3133
"s2951","  NA",27979
"s2952"," 1.2",1835
"s2953"," 3.0",9983
"s2954","2.81486839950085 stars",3884
"s2955"," 3.8",6514
"s2956"," 4.8",1513
"s2957"," 2.4",4837
"s2958"," 5.0",871
"s2959"," 4.3",1442
"s2960"," 4.4",2111
"s2961"," 2.6",4297
"s2962"," 2.4",3079
"s2963"," 3.9",680
"s2964"," 3.3",3453
"s2965"," 2.5",2241
"s2966"," 3.4",2575
"s2967"," 2.7",1333
"s2968"," 2.2",701
"s2969"," 2.2",2958
"s2971"," 4.3",2090
"s2972"," 4.3",753
"s2973"," 4.4",8643
"s2974"," 3.1",1708
"s2975"," 4.6",5880
"s2977"," 4.3",2188
"s2978"," 4.2",7946
"s2979"," 3.8",5723
"s2980"," 5.0",8126
"s2981"," 3.8",15029
"s2982"," 5.0",6251
"s2983"," 4.5",6631
"s2984"," 4.2",5078
"s2985"," 4.6",1962
"s2986"," 3.0",630
"s2987"," 5.0",536
"s2988"," 3.3",6473
"s2989"," 3.6",2141
"s2990"," 3.6",2957
"s2991"," 5.0",510
"s2992"," 3.4",8710
"s2993","2.9 stars",447
"s2994"," 3.2",20433
"s2995","  NA",5598
"s2996"," 2.9",676
"s2997"," 3.6",3453
"s2998"," 4.7",12722
"s2999"," 3.9",3211
"s3000"," 3.3",371
"s3001"," 2.4",6481
"s3002"," 1.7",2816
"s3003"," 4.3",2076
"s3005","  NA",1650
"s3006"," 5.0",18383
"s3007"," 4.1",1047
"s3008"," 3.6",611
"s3009"," 4.2",1685
"s3010","-2.0",28765
"s3011"," 3.7",749
"s3012"," 5.0",1751
"s3013"," 3.4",2828
"s3014"," 3.7",7916
"s3015"," 4.4",2809
"s3016"," 2.4",1924
"s3018"," 2.1",6284
"s3019"," 3.4",2409
"s3020"," 4.8",1001
"s3021"," 4.9",21033
"s3022"," 3.6",15474
"s3023"," 3.1",6913
"s3024"," 4.1",1478
"s3025"," 2.4",493
"s3026"," 4.3",4432
" s3027"," 4.3",761
"s3028"," 3.5",7356
"s3029"," 2.5",2607
"s3030"," 3.4",4357
"s3031"," 4.9",5387
"s3032"," 2.7",4651
"s3033"," 2.2",10458
"s3034"," 1.9",1242
"s3035"," 4.2",7399
"s3036"," 3.7",1160
"s3037"," 4.0",2001
"s3038","  NA",974
"s3039"," 3.5",16574
"s3040"," 3.5",5918
"s3041"," 5.0",12398
"s3042"," 4.6",7605
"s3043"," 4.2",1582
"s3044"," 4.4",2106
"s3045","  NA",1102
"s3046","  NA",6656
"s3047"," 4.4",1055
"s3048"," 5.0",1041
"s3050","4.20329181915149 stars",2969
"s3051"," 3.5",2763
" s3052"," 5.0",1009
"s3053"," 4.9",1392
"s3054"," 4.6",2115
"s3055"," 3.0",8926
"s3056"," 3.3",1698
"s3057"," 1.0",3337
"s3058"," 2.8",907
"s3059"," 2.2",1141
"s3060"," 3.1",15044
"s3061"," 3.6",3608
"s3062"," 3.8",12050
"s3063"," 3.2",899
"s3064"," 4.0",385
"s3065"," 2.8",7434
"s3066","  NA",6001
"s3067"," 3.4",1722
"s3068"," 3.8",4760
"s3069"," 3.8",1077
"s3070"," 1.9",1019
"s3071"," 4.4",4396
"s3072"," 4.8",5308
"s3073"," 5.0",2007
"s3074"," 2.5",5406
"s3075","  NA",10129
"s3076"," 3.1",2094
"s3077"," 5.0",1130
"s3078"," 3.4",169
"s3079"," 5.0",5452
"s3080"," 3.1",8886
"s3081"," 3.8",10824
"s3082","3.47050502868369 stars",2645
"s3083"," 4.5",5632
"s3084"," 1.3",2058
"s3085"," 2.7",10159
"s3086"," 2.6",3944
" s3087"," 5.0",2153
"s3088","  NA",3059
"s3089"," 3.0",2798
"s3090"," 3.2",4105
"s3092"," 3.4",582
"s3093"," 4.4",17861
"s3094"," 3.2",1886
"s3095"," 4.0",12588
"s3096"," 3.4",10224
"s3097"," 2.9",2184
"s3098"," 2.5",3886
"s3099"," 5.0",25782
"s3100"," 3.8",1798
"s3102","99.0",1686
"s3103"," 1.0",2687
"s3104"," 2.9",3996
"s3105"," 1.7",1521
"s3106"," 3.6",1948
"s3107"," 5.0",907
"s3108"," 4.1",3095
"s3109","  NA",2362
"s3110"," 3.8",3438
"s3111"," 1.9",1177
"s3112"," 2.7",4002
"s3113"," 4.2",6597
"s3114"," 3.9",8594
"s3115"," 4.7",1925
"s3116"," 2.9",17333
"s3117"," 4.9",7102
"s3118"," 0.0",13461
"s3119"," 2.6",2124
"s3120"," 4.8",3488
"s3121"," 5.0",3287
"s3122","-2.0",13204
"s3123"," 2.9",7517
"s3125"," 5.0",3908
"s3126"," 4.3",2995
"s3127"," 4.7",4550
"s3129"," 2.8",4953
"s3130"," 4.1",4262
"s3131"," 3.6",3563
"s3132"," 3.8",3138
" s3133"," 2.0",4532
"s3134"," 4.2",1679
" s3135"," 5.0",6200
"s3136"," 4.7",5010
"s3137"," 1.8",8313
"s3138"," 4.2",9822
"s3139"," 2.2",2557
"s3141"," 3.5",1867
"s3142"," 4.3",7190
"s3143"," 2.5",3783
"s3145"," 2.8",2372
"s3147","  NA",2329
"s3150"," 2.4",653
"s3151"," 5.0",1006
"s3152"," 3.4",837
"s3153","-2.0",2525
"s3154"," 4.0",20745
"s3156"," 3.6",1829
"s3157"," 4.1",14582
"s3158"," 4.2",426
"s3159"," 4.8",701
"s3160"," 2.8",16062
" s3161"," 3.3",4656
"s3162"," 2.2",6346
"s3163"," 4.2",1488
"s3164"," 3.6",3376
"s3166"," 3.0",3176
"s3168"," 5.0",6202
"s3169"," 2.2",503
"s3170"," 2.5",4059
"s3171"," 1.5",1213
"s3172"," 2.7",3018
"s3173"," 1.6",1163
"s3174"," 1.6",913
"s3175"," 3.5",7152
"s3176"," 3.1",12924
"s3177"," 3.6",15918
"s3178"," 5.0",3427
"s3179"," 3.7",2893
"s3180"," 2.9",1924
"s3181"," 2.2",732
"s3182"," 4.2",2765
"s3183","  NA",3754
"s3184"," 3.7",753
"s3185"," 2.9",6192
"s3186"," 4.2",1014
"s3187"," 2.1",1279
"s3188"," 3.1",1970
"s3189"," 2.5",6837
"s3190"," 4.9",701
"s3191"," 4.5",2393
"s3192"," 1.8",1098
"s3193"," 1.6",4241
"s3194"," 3.5",524
"s3195"," 5.0",798
"s3196"," 4.4",1301
"s3197"," 3.2",8734
"s3198"," 4.9",528
"s3199"," 1.9",3314
"s3200"," 4.0",6858
"s3201"," 3.4",4683
" s3203"," 4.2",6373
"s3204"," 2.2",1257
"s3205"," 3.5",2944
"s3206"," 2.3",546
"s3207"," 2.8",4431
"s3208"," 4.6",973
"s3209"," 5.0",1524
"s3210","2.8 stars",1805
"s3211","  NA",5941
"s3212"," 4.7",5959
"s3213"," 3.6",4208
"s3214"," 3.1",1369
"s3215"," 2.5",899
"s3216"," 4.9",178
"s3217"," 2.6",5716
"s3218"," 5.0",1658
"s3219","  NA",641
"s3221"," 3.6",1164
"s3222"," 3.2",651
"s3223"," 4.2",1785
"s3224"," 3.6",3252
"s3225"," 3.6",1574
"s3226"," 3.9",9079
"s3227"," 3.8",1435
"s3228"," 4.3",3288
"s3229"," 3.6",5493
"s3231"," 4.4",7102
"s3232"," 2.9",3397
"s3233"," 1.9",1375
"s3234","2.50131497881375 stars",35823
"s3235"," 4.3",6838
"s3236"," 3.1",1296
"s3237"," 4.8",2036
"s3238"," 4.1",1810
"s3239"," 3.7",1142
"s3240"," 5.0",7514
"s3241"," 3.1",7436
"s3242"," 2.6",4371
"s3243"," 1.0",1167
"s3244"," 3.3",2677
"s3245"," 3.6",23345
"s3246"," 3.2",2373
"s3247"," 2.0",1518
"s3248"," 2.7",6254
"s3249"," 2.7",3766
"s3250"," 2.3",2987
"s3251"," 4.3",2247
